"序号","省份","学校名称","类型","学校标识码","主管部门","所在地","办学层次","备注","985","211","双一流","隶属关系","院校层级","数据状态"
"84","河北","承德医学院","公办普通本科","4113010093","河北省","承德市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"92","河北","邯郸学院","公办普通本科","4113010103","河北省","邯郸市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"83","河北","河北北方学院","公办普通本科","4113010092","河北省","张家口市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"73","河北","河北大学","公办普通本科","4113010075","河北省","保定市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"75","河北","河北地质大学","公办普通本科","4113010077","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"74","河北","河北工程大学","公办普通本科","4113010076","河北省","邯郸市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"76","河北","河北工业大学","公办普通本科","4113010080","河北省","天津市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"107","河北","河北工业职业技术大学","公办职业本科","4113016204","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"105","河北","河北环境工程学院","公办普通本科","4213051721","河北省","秦皇岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"79","河北","河北建筑工程学院","公办普通本科","4113010084","河北省","张家口市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"99","河北","河北金融学院","公办普通本科","4113011420","河北省","保定市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"101","河北","河北经贸大学","公办普通本科","4113011832","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"78","河北","河北科技大学","公办普通本科","4113010082","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"108","河北","河北科技工程职业技术大学","公办职业本科","4113016203","河北省","邢台市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"97","河北","河北科技师范学院","公办普通本科","4113010798","河北省","秦皇岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"87","河北","河北民族师范学院","公办普通本科","4113010098","河北省","承德市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"81","河北","河北农业大学","公办普通本科","4113010086","河北省","保定市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"109","河北","河北软件职业技术大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"85","河北","河北师范大学","公办普通本科","4113010094","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"106","河北","河北石油大学","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"80","河北","河北水利电力学院","公办普通本科","4113010085","河北省","沧州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"82","河北","河北医科大学","公办普通本科","4113010089","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"103","河北","河北中医学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"90","河北","衡水学院","公办普通本科","4113010101","河北省","衡水市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"77","河北","华北理工大学","公办普通本科","4113010081","河北省","唐山市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"89","河北","廊坊师范学院","公办普通本科","4113010100","河北省","廊坊市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"95","河北","石家庄铁道大学","公办普通本科","4113010107","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"91","河北","石家庄学院","公办普通本科","4113010102","河北省","石家庄市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"88","河北","唐山师范学院","公办普通本科","4113010099","河北省","唐山市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"98","河北","唐山学院","公办普通本科","4113011033","河北省","唐山市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"93","河北","邢台学院","公办普通本科","4113010104","河北省","邢台市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"96","河北","燕山大学","公办普通本科","4113010216","河北省","秦皇岛市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"104","河北","张家口学院","公办普通本科","4113014458","河北省","张家口市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"102","河北","中央司法警官学院","公办普通本科","4113011903","司法部","保定市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"484","河南","安阳工学院","公办普通本科","4141011330","河南省","安阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"479","河南","安阳师范学院","公办普通本科","4141010479","河南省","安阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"485","河南","河南财经政法大学","公办普通本科","4141010484","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"496","河南","河南财政金融学院","公办普通本科","4141011652","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"499","河南","河南城建学院","公办普通本科","4141011765","河南省","平顶山市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"466","河南","河南大学","公办普通本科","4141010475","河南省","开封市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"473","河南","河南大学民生学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"490","河南","河南工程学院","公办普通本科","4141011517","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"497","河南","河南工学院","公办普通本科","4141011329","河南省","新乡市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"468","河南","河南工业大学","公办普通本科","4141010463","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"493","河南","河南警察学院","公办普通本科","4141011788","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"470","河南","河南科技大学","公办普通本科","4141010464","河南省","洛阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"487","河南","河南科技学院","公办普通本科","4141010467","河南省","新乡市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"467","河南","河南理工大学","公办普通本科","4141010460","河南省","焦作市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"489","河南","河南牧业经济学院","公办普通本科","4141010469","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"469","河南","河南农业大学","公办普通本科","4141010466","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"474","河南","河南师范大学","公办普通本科","4141010476","河南省","新乡市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"500","河南","河南职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"471","河南","河南中医药大学","公办普通本科","4141010471","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"494","河南","黄河科技学院","公办普通本科","4141011834","河南省教育厅","郑州市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"480","河南","黄淮学院","公办普通本科","4141010918","河南省","驻马店市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"488","河南","洛阳理工学院","公办普通本科","4141011070","河南省","洛阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"477","河南","洛阳师范学院","公办普通本科","4141010482","河南省","洛阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"492","河南","南阳理工学院","公办普通本科","4141011653","河南省","南阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"476","河南","南阳师范学院","公办普通本科","4141010481","河南省","南阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"483","河南","平顶山学院","公办普通本科","4141010919","河南省","平顶山市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"478","河南","商丘师范学院","公办普通本科","4141010483","河南省","商丘市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"472","河南","新乡医学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"475","河南","信阳师范大学","公办普通本科","4141010477","河南省","信阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"482","河南","许昌学院","公办普通本科","4141010480","河南省","许昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"465","河南","郑州大学","公办普通本科","4141010459","河南省","郑州市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"491","河南","郑州工程技术学院","公办普通本科","4141011068","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"486","河南","郑州航空工业管理学院","公办普通本科","4141010485","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"498","河南","郑州轻工业大学","公办普通本科","4141010462","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"495","河南","郑州师范学院","公办普通本科","4141012949","河南省","郑州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"481","河南","周口师范学院","公办普通本科","4141010478","河南省","周口市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"231","黑龙江","大庆师范学院","公办普通本科","4123010235","黑龙江省","大庆市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"223","黑龙江","东北林业大学","公办普通本科","4123010225","教育部","哈尔滨市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"222","黑龙江","东北农业大学","公办普通本科","4123010224","黑龙江省","哈尔滨市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"219","黑龙江","东北石油大学","公办普通本科","4123010220","黑龙江省","大庆市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"217","黑龙江","哈尔滨工程大学","公办普通本科","4123010217","工业和信息化部","哈尔滨市","本科","","","是","是","中央部委所属","211/双一流","已匹配教育部名单"
"215","黑龙江","哈尔滨工业大学","公办普通本科","4123010213","工业和信息化部","哈尔滨市","本科","","是","是","是","中央部委所属","985/211/双一流","已匹配教育部名单"
"234","黑龙江","哈尔滨金融学院","公办普通本科","4123010245","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"216","黑龙江","哈尔滨理工大学","公办普通本科","4123010214","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"227","黑龙江","哈尔滨师范大学","公办普通本科","4123010231","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"239","黑龙江","哈尔滨体育学院","公办普通本科","4123010242","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"230","黑龙江","哈尔滨学院","公办普通本科","4123010234","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"224","黑龙江","哈尔滨医科大学","公办普通本科","4123010226","黑龙江省","哈尔滨市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"236","黑龙江","哈尔滨音乐学院","公办普通本科","4123014560","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"221","黑龙江","黑龙江八一农垦大学","公办普通本科","4123010223","黑龙江省","大庆市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"214","黑龙江","黑龙江大学","公办普通本科","4123010212","黑龙江省","哈尔滨市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"233","黑龙江","黑龙江东方学院","公办普通本科","4123011446","黑龙江省教育厅","哈尔滨市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"238","黑龙江","黑龙江工程学院","公办普通本科","4123011802","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"235","黑龙江","黑龙江工商学院","公办普通本科","4123013300","黑龙江省教育厅","哈尔滨市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"237","黑龙江","黑龙江工业学院","公办普通本科","4123011445","黑龙江省","鸡西市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"218","黑龙江","黑龙江科技大学","公办普通本科","4123010219","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"240","黑龙江","黑龙江职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"225","黑龙江","黑龙江中医药大学","公办普通本科","4123010228","黑龙江省","哈尔滨市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"220","黑龙江","佳木斯大学","公办普通本科","4123010222","黑龙江省","佳木斯市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"229","黑龙江","牡丹江师范学院","公办普通本科","4123010233","黑龙江省","牡丹江市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"226","黑龙江","牡丹江医学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"228","黑龙江","齐齐哈尔大学","公办普通本科","4123010232","黑龙江省","齐齐哈尔市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"232","黑龙江","绥化学院","公办普通本科","4123010236","黑龙江省","绥化市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"517","湖北","汉江师范学院","公办普通本科","4142010518","湖北省","十堰市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"513","湖北","湖北大学","公办普通本科","4142010512","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"521","湖北","湖北第二师范学院","公办普通本科","4142014099","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"519","湖北","湖北工程学院","公办普通本科","4142010528","湖北省","孝感市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"509","湖北","湖北工业大学","公办普通本科","4142010500","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"525","湖北","湖北经济学院","公办普通本科","4142011600","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"527","湖北","湖北警官学院","公办普通本科","4142011332","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"520","湖北","湖北科技学院","公办普通本科","4142010927","湖北省","咸宁市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"523","湖北","湖北美术学院","公办普通本科","4142010523","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"516","湖北","湖北民族大学","公办普通本科","4142010517","湖北省","恩施土家族苗族自治州","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"514","湖北","湖北师范大学","公办普通本科","4142010513","湖北省","黄石市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"518","湖北","湖北文理学院","公办普通本科","4142010519","湖北省","襄阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"511","湖北","湖北中医药大学","公办普通本科","4142010507","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"502","湖北","华中科技大学","公办普通本科","4142010487","教育部","武汉市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"510","湖北","华中农业大学","公办普通本科","4142010504","教育部","武汉市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"512","湖北","华中师范大学","公办普通本科","4142010511","教育部","武汉市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"515","湖北","黄冈师范学院","公办普通本科","4142010514","湖北省","黄冈市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"528","湖北","三峡大学","公办普通本科","4142011075","湖北省","宜昌市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"530","湖北","武昌理工学院","公办普通本科","4142012310","湖北省教育厅","武汉市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"501","湖北","武汉大学","公办普通本科","4142010486","教育部","武汉市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"529","湖北","武汉东湖学院","公办普通本科","4142011798","湖北省教育厅","武汉市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"507","湖北","武汉纺织大学","公办普通本科","4142010495","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"505","湖北","武汉工程大学","公办普通本科","4142010490","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"503","湖北","武汉科技大学","公办普通本科","4142010488","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"508","湖北","武汉轻工大学","公办普通本科","4142010496","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"526","湖北","武汉商学院","公办普通本科","4142011654","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"531","湖北","武汉生物工程学院","公办普通本科","4142012362","湖北省教育厅","武汉市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"522","湖北","武汉体育学院","公办普通本科","4142010522","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"524","湖北","武汉音乐学院","公办普通本科","4142011524","湖北省","武汉市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"532","湖北","武汉职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"504","湖北","长江大学","公办普通本科","4142010489","湖北省","荆州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"506","湖北","中国地质大学(武汉)","公办普通本科","4142010491","教育部","武汉市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"543","湖南","衡阳师范学院","公办普通本科","4143010546","湖南省","衡阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"552","湖南","湖南城市学院","公办普通本科","4143011527","湖南省","益阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"534","湖南","湖南大学","公办普通本科","4143010532","教育部","长沙市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"555","湖南","湖南第一师范学院","公办普通本科","4143012034","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"551","湖南","湖南工程学院","公办普通本科","4143011342","湖南省","湘潭市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"548","湖南","湖南工商大学","公办普通本科","4143010554","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"553","湖南","湖南工业大学","公办普通本科","4143011535","湖南省","株洲市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"560","湖南","湖南交通工程学院","公办普通本科","4143013924","湖南省教育厅","衡阳市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"558","湖南","湖南警察学院","公办普通本科","4143011534","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"536","湖南","湖南科技大学","公办普通本科","4143010534","湖南省","湘潭市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"547","湖南","湖南科技学院","公办普通本科","4143010551","湖南省","永州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"541","湖南","湖南理工学院","公办普通本科","4143010543","湖南省","岳阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"538","湖南","湖南农业大学","公办普通本科","4143010537","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"554","湖南","湖南女子学院","公办普通本科","4143011538","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"562","湖南","湖南软件职业技术大学","公办职业本科","4143013925","湖南省教育厅","湘潭市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"540","湖南","湖南师范大学","公办普通本科","4143010542","湖南省","长沙市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"546","湖南","湖南文理学院","公办普通本科","4143010549","湖南省","常德市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"556","湖南","湖南医药学院","公办普通本科","4143012214","湖南省","怀化市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"559","湖南","湖南应用技术学院","公办普通本科","4143013809","湖南省教育厅","常德市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
"539","湖南","湖南中医药大学","公办普通本科","4143010541","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"545","湖南","怀化学院","公办普通本科","4143010548","湖南省","怀化市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"549","湖南","南华大学","公办普通本科","4143010555","湖南省","衡阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"544","湖南","邵阳学院","公办普通本科","4143010547","湖南省","邵阳市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"542","湖南","湘南学院","公办普通本科","4143010545","湖南省","郴州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"535","湖南","湘潭大学","公办普通本科","4143010530","湖南省","湘潭市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"550","湖南","长沙理工大学","公办普通本科","4143010536","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"561","湖南","长沙师范学院","公办普通本科","4143013806","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"557","湖南","长沙学院","公办普通本科","4143011077","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"533","湖南","中南大学","公办普通本科","4143010533","教育部","长沙市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"537","湖南","中南林业科技大学","公办普通本科","4143010538","湖南省","长沙市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"202","吉林","白城师范学院","公办普通本科","4122010206","吉林省","白城市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"197","吉林","北华大学","公办普通本科","4122010201","吉林省","吉林市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"192","吉林","东北电力大学","公办普通本科","4122010188","吉林省","吉林市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"196","吉林","东北师范大学","公办普通本科","4122010200","教育部","长春市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"203","吉林","吉林财经大学","公办普通本科","4122010207","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"188","吉林","吉林大学","公办普通本科","4122010183","教育部","长春市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"200","吉林","吉林工程技术师范学院","公办普通本科","4122010204","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"213","吉林","吉林工程职业大学","公办职业本科","","","","","","","","","待补","公办本科","待校对"
"210","吉林","吉林工商学院","公办普通本科","4122011261","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"190","吉林","吉林化工学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"193","吉林","吉林建筑大学","公办普通本科","4122010191","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"206","吉林","吉林警察学院","公办普通本科","4122011441","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"194","吉林","吉林农业大学","公办普通本科","4122010193","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"199","吉林","吉林师范大学","公办普通本科","4122010203","吉林省","四平市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"205","吉林","吉林体育学院","公办普通本科","4122010208","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"204","吉林","吉林艺术学院","公办普通本科","4122010209","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"198","吉林","通化师范学院","公办普通本科","4122010202","吉林省","通化市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"189","吉林","延边大学","公办普通本科","4122010184","吉林省","延边朝鲜族自治州","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"208","吉林","长春大学","公办普通本科","4122011726","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"207","吉林","长春工程学院","公办普通本科","4122011437","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"191","吉林","长春工业大学","公办普通本科","4122010190","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"201","吉林","长春师范大学","公办普通本科","4122010205","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"195","吉林","长春中医药大学","公办普通本科","4122010199","吉林省","长春市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"305","江苏","常熟理工学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"277","江苏","常州大学","公办普通本科","4132010292","江苏省","常州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"296","江苏","常州工学院","公办普通本科","4132011055","江苏省","常州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"271","江苏","东南大学","公办普通本科","4132010286","教育部","南京市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"295","江苏","淮阴工学院","公办普通本科","4132011049","江苏省","淮安市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"291","江苏","淮阴师范学院","公办普通本科","4132010323","江苏省","淮安市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"279","江苏","江南大学","公办普通本科","4132010295","教育部","无锡市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"281","江苏","江苏大学","公办普通本科","4132010299","江苏省","镇江市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"307","江苏","江苏第二师范学院","公办普通本科","4132014436","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"302","江苏","江苏警官学院","公办普通本科","4132010329","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"274","江苏","江苏科技大学","公办普通本科","4132010289","江苏省","镇江市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"294","江苏","江苏理工学院","公办普通本科","4132011463","江苏省","常州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"290","江苏","江苏师范大学","公办普通本科","4132010320","江苏省","徐州市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"293","江苏","南京财经大学","公办普通本科","4132010327","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"269","江苏","南京大学","公办普通本科","4132010284","教育部","南京市","本科","","是","是","是","教育部直属","985/211/双一流","已匹配教育部名单"
"276","江苏","南京工业大学","公办普通本科","4132010291","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"312","江苏","南京工业职业技术大学","公办职业本科","4132010850","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"272","江苏","南京航空航天大学","公办普通本科","4132010287","工业和信息化部","南京市","本科","","","是","是","中央部委所属","211/双一流","已匹配教育部名单"
"273","江苏","南京理工大学","公办普通本科","4132010288","工业和信息化部","南京市","本科","","","是","是","中央部委所属","211/双一流","已匹配教育部名单"
"280","江苏","南京林业大学","公办普通本科","4132010298","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"284","江苏","南京农业大学","公办普通本科","4132010307","教育部","南京市","本科","","","是","是","教育部直属","211/双一流","已匹配教育部名单"
"303","江苏","南京森林警察学院","公办普通本科","","","","","","","","","待补","公办本科","待校对"
"289","江苏","南京师范大学","公办普通本科","4132010319","江苏省","南京市","本科","","","是","是","其他所属","211/双一流","已匹配教育部名单"
"308","江苏","南京特殊教育师范学院","公办普通本科","4132012048","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"301","江苏","南京体育学院","公办普通本科","4132010330","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"306","江苏","南京晓庄学院","公办普通本科","4132011460","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"282","江苏","南京信息工程大学","公办普通本科","4132010300","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"285","江苏","南京医科大学","公办普通本科","4132010312","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"300","江苏","南京艺术学院","公办普通本科","4132010331","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"278","江苏","南京邮电大学","公办普通本科","4132010293","江苏省","南京市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"287","江苏","南京中医药大学","公办普通本科","4132010315","江苏省","南京市","本科","","","","是","其他所属","双一流","已匹配教育部名单"
"283","江苏","南通大学","公办普通本科","4132010304","江苏省","南通市","本科","","","","","其他所属","公办本科","已匹配教育部名单"
"311","江苏","南通理工学院","公办普通本科","4132012056","江苏省教育厅","南通市","本科","民办","","","","地方所属","公办本科","已匹配教育部名单"
